Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
EFSC,Enterprise Financial Services Corporation,37.44,$1.17B,,Finance,Major Banks,https://old.nasdaq.com/symbol/efsc,
ENVB,"Enveric Biosciences, Inc. ",3.96,$45.92M,,Technology,Semiconductors,https://old.nasdaq.com/symbol/envb,
EOSE,"Eos Energy Enterprises, Inc.",23.03,$1.15B,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eose,
EOSEW,"Eos Energy Enterprises, Inc.",9.86,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eosew,
EPZM,"Epizyme, Inc.",11.725,$1.19B,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epzm,
PLUS,ePlus inc.,91.37,$1.23B,1996.0,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/plus,
EPSN,Epsilon Energy Ltd.,4.07,$97.11M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epsn,
EQ,"Equillium, Inc.",5.2,$128.58M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eq,
EQIX,"Equinix, Inc.",707.76,$63.06B,2000.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqix,
EQBK,"Equity Bancshares, Inc.",23.86,$354.4M,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/eqbk,
ERIC,Ericsson,11.76,$39.14B,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/eric,
ERIE,Erie Indemnity Company,247.9,$12.96B,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/erie,
ERYP,Erytech Pharma S.A.,10.8,$216.59M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/eryp,
ESCA,"Escalade, Incorporated",20.74,$293.87M,,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/esca,
ESPR,"Esperion Therapeutics, Inc.",25.55,$661.15M,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/espr,
GMBL,Esports Entertainment Group Inc.,6.9,$88.98M,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/gmbl,
ESQ,"Esquire Financial Holdings, Inc.",22.5,$172.41M,2017.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/esq,
ESSA,"ESSA Bancorp, Inc.",14.78,$159.91M,,Finance,Banks,https://old.nasdaq.com/symbol/essa,
EPIX,ESSA Pharma Inc.,16.01,$464.43M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epix,
ESTA,Establishment Labs Holdings Inc.,51.06,$1.2B,2018.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/esta,
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,51.763999999999996,$445.17M,,,,https://old.nasdaq.com/symbol/vbnd,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,37.08,$563.62M,,,,https://old.nasdaq.com/symbol/vuse,
